iter	Passed	Remaining
868	5691	858
869	5697	851
870	5704	844
871	5710	838
872	5716	831
873	5721	824
874	5728	818
875	5734	811
876	5740	805
877	5746	798
878	5752	791
879	5759	785
880	5765	778
881	5771	772
882	5778	765
883	5785	759
884	5791	752
885	5799	746
886	5806	739
887	5813	733
888	5820	726
889	5827	720
890	5833	713
891	5840	707
892	5846	700
893	5852	693
894	5858	687
895	5865	680
896	5872	674
897	5879	667
898	5887	661
899	5892	654
900	5897	648
901	5904	641
902	5910	634
903	5917	628
904	5923	621
905	5929	615
906	5936	608
907	5942	602
908	5950	595
909	5956	589
910	5963	582
911	5969	575
912	5975	569
913	5981	562
914	5988	556
915	5994	549
916	6000	543
917	6007	536
918	6014	530
919	6020	523
920	6026	516
921	6033	510
922	6038	503
923	6045	497
924	6051	490
925	6058	484
926	6065	477
927	6071	471
928	6078	464
929	6084	457
930	6091	451
931	6097	444
932	6103	438
933	6110	431
934	6115	425
935	6121	418
936	6127	411
937	6133	405
938	6139	398
939	6146	392
940	6153	385
941	6159	379
942	6165	372
943	6172	366
944	6179	359
945	6185	353
946	6192	346
947	6198	339
948	6205	333
949	6211	326
950	6218	320
951	6225	313
952	6231	307
953	6238	300
954	6244	294
955	6251	287
956	6257	281
957	6264	274
958	6270	268
959	6276	261
960	6282	254
961	6288	248
962	6294	241
963	6300	235
964	6305	228
965	6311	222
966	6317	215
967	6322	209
968	6329	202
969	6334	195
970	6340	189
971	6347	182
972	6353	176
973	6361	169
974	6367	163
975	6373	156
976	6380	150
977	6386	143
978	6392	137
979	6398	130
980	6405	124
981	6411	117
982	6417	110
983	6424	104
984	6431	97
985	6438	91
986	6445	84
987	6452	78
988	6459	71
989	6466	65
990	6472	58
991	6478	52
992	6485	45
993	6492	39
994	6501	32
995	6508	26
996	6515	19
997	6523	13
998	6531	6
999	6538	0
